"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category"
"AMCO11","","AMCO11","Amygdalaria continua","","Amygdalaria","","continua","","","","","","","","","","","Brodo & Hertel","","","","","amygdalaria lichen","Lichen"
"AMEL60","","AMEL60","Amygdalaria elegantior","","Amygdalaria","","elegantior","","","","","","","","","","","(H. Magn.) Hertel & Brodo","","","","","elegant amygdalaria lichen","Lichen"
"AMHA","","AMHA","Amygdalaria haidensis","","Amygdalaria","","haidensis","","","","","","","","","","","Brodo & Hertel","","","","","Haid's amygdalaria lichen","Lichen"
"AMPA12","","AMPA12","Amygdalaria panaeola","","Amygdalaria","","panaeola","","","","","","","","","","","(Ach.) Hertel & Brodo","","","","","amygdalaria lichen","Lichen"
"AMPE5","","AMPE5","Amygdalaria pelobotryon","","Amygdalaria","","pelobotryon","","","","","","","","","","","(Wahlenb.) Norman","","","","","amygdalaria lichen","Lichen"
"AMSU2","","AMSU2","Amygdalaria subdissentiens","","Amygdalaria","","subdissentiens","","","","","","","","","","","(Nyl.) Mas. Inoue & Brodo","","","","","amygdalaria lichen","Lichen"
"ANPU18","","ANPU18","Anamylospora pulcherrima","","Anamylospora","","pulcherrima","","","","","","","","","","","(Vain.) Timdal","","","","","","Lichen"
"ANBR15","","ANBR15","Anaptychia bryorum","","Anaptychia","","bryorum","","","","","","","","","","","Poelt","","","","","fringed lichen","Lichen"
"ANPA10","","ANPA10","Anaptychia palmulata","","Anaptychia","","palmulata","","","","","","","","","","","(Michx.) Vain.","","","","","fringed lichen","Lichen"
"ANSE60","","ANSE60","Anaptychia setifera","","Anaptychia","","setifera","","","","","","","","","","","Rasanen","","","","","fringed lichen","Lichen"
"ANUL","","ANUL","Anaptychia ulotrichoides","","Anaptychia","","ulotrichoides","","","","","","","","","","","(Vain.) Vain.","","","","","fringed lichen","Lichen"
"ANDO4","","ANDO4","Anema dodgei","","Anema","","dodgei","","","","","","","","","","","Herre","","","","","Dodge's anema lichen","Lichen"
"ANAL12","","ANAL12","Anisomeridium albisedum","","Anisomeridium","","albisedum","","","","","","","","","","","(Nyl.) R.C. Harris","","","","","anisomeridium lichen","Lichen"
"ANAM5","","ANAM5","Anisomeridium ambiguum","","Anisomeridium","","ambiguum","","","","","","","","","","","(Zahlbr.) R.C. Harris","","","","","anisomeridium lichen","Lichen"
"ANAN14","","ANAN14","Anisomeridium anisolobum","","Anisomeridium","","anisolobum","","","","","","","","","","","(Müll. Arg.) Aptroot","","","","","","Lichen"
"ANAU4","","ANAU4","Anisomeridium aureopunctatum","","Anisomeridium","","aureopunctatum","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"ANBI3","","ANBI3","Anisomeridium biforme","","Anisomeridium","","biforme","","","","","","","","","","","(Borrer) R.C. Harris","","","","","anisomeridium lichen","Lichen"
"ANBI5","","ANBI5","Anisomeridium biformoides","","Anisomeridium","","biformoides","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"ANCA34","","ANCA34","Anisomeridium carinthiacum","","Anisomeridium","","carinthiacum","","","","","","","","","","","(J. Steiner) R.C. Harris","","","","","anisomeridium lichen","Lichen"
"ANDI9","","ANDI9","Anisomeridium distans","","Anisomeridium","","distans","","","","","","","","","","","(Willey) R.C. Harris","","","","","anisomeridium lichen","Lichen"
"ANEX5","","ANEX5","Anisomeridium excaecariae","","Anisomeridium","","excaecariae","","","","","","","","","","","(Müll. Arg.) R.C. Harris","","","","","","Lichen"
"ANFI5","","ANFI5","Anisomeridium finkii","","Anisomeridium","","finkii","","","","","","","","","","","(R.C. Harris) R.C. Harris","","","","","","Lichen"
"ANGR10","","ANGR10","Anisomeridium griffinii","","Anisomeridium","","griffinii","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"ANLE10","","ANLE10","Anisomeridium leucochlorum","","Anisomeridium","","leucochlorum","","","","","","","","","","","(Müll. Arg.) R.C. Harris","","","","","anisomeridium lichen","Lichen"
"ANNY","","ANNY","Anisomeridium nyssigenum","","Anisomeridium","","nyssigenum","","","","","","","","","","","(Ellis & Everh.) R.C. Harris","","","","","anisomeridium lichen","Lichen"
"ANPH4","","ANPH4","Anisomeridium phaeospermum","","Anisomeridium","","phaeospermum","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"ANQU5","","ANQU5","Anisomeridium quadricoccum","","Anisomeridium","","quadricoccum","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"ANQU4","","ANQU4","Anisomeridium quaternarium","","Anisomeridium","","quaternarium","","","","","","","","","","","(R.C. Harris) R.C. Harris","","","","","","Lichen"
"ANSU8","","ANSU8","Anisomeridium subprostans","","Anisomeridium","","subprostans","","","","","","","","","","","(Nyl.) R.C. Harris","","","","","anisomeridium lichen","Lichen"
"ANTA2","","ANTA2","Anisomeridium tamarindi","","Anisomeridium","","tamarindi","","","","","","","","","","","(Fée) R.C. Harris","","","","","tamarind anisomeridium lichen","Lichen"
"ANTE12","","ANTE12","Anisomeridium terminatum","","Anisomeridium","","terminatum","","","","","","","","","","","(Nyl.) R.C. Harris","","","","","","Lichen"
"ANTU2","","ANTU2","Anisomeridium tuckerae","","Anisomeridium","","tuckerae","","","","","","","","","","","R.C. Harris","","","","","Tucker's anisomeridium lichen","Lichen"
"ANCA35","","ANCA35","Anthracothecium canellae-albae","","Anthracothecium","","canellae-albae","","","","","","","","","","","(Fée) Müll. Arg.","","","","","anthracothecium lichen","Lichen"
"ANNA3","","ANNA3","Anthracothecium nanum","","Anthracothecium","","nanum","","","","","","","","","","","(Zahlbr.) R.C. Harris","","","","","anthracothecium lichen","Lichen"
"ANPR4","","ANPR4","Anthracothecium prasinum","","Anthracothecium","","prasinum","","","","","","","","","","","(Eschw.) R.C. Harris","","","","","anthracothecium lichen","Lichen"
"ANST9","","ANST9","Anthracothecium staurosporum","","Anthracothecium","","staurosporum","","","","","","","","","","","(Tuck. ex Willey) Zahlbr.","","","","","anthracothecium lichen","Lichen"
"ANSU9","","ANSU9","Anthracothecium subglobosum","","Anthracothecium","","subglobosum","","","","","","","","","","","Riddle","","","","","anthracothecium lichen","Lichen"
"ANVA","","ANVA","Anthracothecium varians","","Anthracothecium","","varians","","","","","","","","","","","R.C. Harris","","","","","anthracothecium lichen","Lichen"
"ANAM6","","ANAM6","Anzia americana","","Anzia","","americana","","","","","","","","","","","Yoshim. & Sharp","","","","","American anzia lichen","Lichen"
"ANCO25","","ANCO25","Anzia colpodes","","Anzia","","colpodes","","","","","","","","","","","(Ach.) Stizenb.","","","","","anzia lichen","Lichen"
"ANOR3","","ANOR3","Anzia ornata","","Anzia","","ornata","","","","","","","","","","","(Zahlbr.) Asah.","","","","","ornate anzia lichen","Lichen"
"ANCA42","","ANCA42","Anzina carneonivea","","Anzina","","carneonivea","","","","","","","","","","","(Anzi) Scheid.","","","","","","Lichen"
"ARAN18","","ARAN18","Arctocetraria andrejevii","","Arctocetraria","","andrejevii","","","","","","","","","","","(Oksner) Karnefelt & A. Thell","","","","","","Lichen"
"ARNI2","","ARNI2","Arctocetraria nigricascens","","Arctocetraria","","nigricascens","","","","","","","","","","","(Nyl.) Karnefelt & A. Thell","","","","","","Lichen"
"ARDE9","","ARDE9","Arctomia delicatula","","Arctomia","","delicatula","","","","","","","","","","","Th. Fr.","","","","","delicate arctomia lichen","Lichen"
"ARIN13","","ARIN13","Arctomia interfixa","","Arctomia","","interfixa","","","","","","","","","","","(Nyl.) Vain.","","","","","arctomia lichen","Lichen"
"ARCE60","","ARCE60","Arctoparmelia centrifuga","","Arctoparmelia","","centrifuga","","","","","","","","","","","(L.) Hale","","","","","arctoparmelia lichen","Lichen"
"ARIN60","","ARIN60","Arctoparmelia incurva","","Arctoparmelia","","incurva","","","","","","","","","","","(Pers.) Hale","","","","","arctoparmelia lichen","Lichen"
"ARSE60","","ARSE60","Arctoparmelia separata","","Arctoparmelia","","separata","","","","","","","","","","","(Th. Fr.) Hale","","","","","arctoparmelia lichen","Lichen"
"ARSU12","","ARSU12","Arctoparmelia subcentrifuga","","Arctoparmelia","","subcentrifuga","","","","","","","","","","","(Oksner) Hale","","","","","arctoparmelia lichen","Lichen"
"ARTH3","","ARTH3","Arctopeltis thuleana","","Arctopeltis","","thuleana","","","","","","","","","","","Poelt","","","","","Thule arctopeltis lichen","Lichen"
"ARAL16","","ARAL16","Arthonia albofuscescens","","Arthonia","","albofuscescens","","","","","","","","","","","Tuck.","","","","","dot lichen","Lichen"
"ARAL17","","ARAL17","Arthonia albovirescens","","Arthonia","","albovirescens","","","","","","","","","","","Nyl.","","","","","dot lichen","Lichen"
"ARAL18","","ARAL18","Arthonia aleuromela","","Arthonia","","aleuromela","","","","","","","","","","","Nyl.","","","","","dot lichen","Lichen"
"ARAN21","","ARAN21","Arthonia anjutii","","Arthonia","","anjutii","","","","","","","","","","","S. Kondr. & Alstrup","","","","","","Lichen"
"ARAP3","","ARAP3","Arthonia apetetica","","Arthonia","","apetetica","","","","","","","","","","","(A. Massal.) Th. Fr.","","","","","","Lichen"
"ARAR22","","ARAR22","Arthonia arthonioides","","Arthonia","","arthonioides","","","","","","","","","","","(Ach.) A.L. Sm.","","","","","dot lichen","Lichen"
"ARAS2","","ARAS2","Arthonia astericus","","Arthonia","","astericus","","","","","","","","","","","Müll. Arg.","","","","","dot lichen","Lichen"
"ARAT10","","ARAT10","Arthonia atomaria","","Arthonia","","atomaria","","","","","","","","","","","(Lynge) R. Kilias","","","","","","Lichen"
"ARAT7","","ARAT7","Arthonia atrata","","Arthonia","","atrata","","","","","","","","","","","(Fée) Müll. Arg.","","","","","dot lichen","Lichen"
"ARBI9","","ARBI9","Arthonia bisepta","","Arthonia","","bisepta","","","","","","","","","","","Degel.","","","","","dot lichen","Lichen"
"ARBY","","ARBY","Arthonia byssacea","","Arthonia","","byssacea","","","","","","","","","","","(Weigel) Almq.","","","","","dot lichen","Lichen"
"ARCA35","","ARCA35","Arthonia caesia","","Arthonia","","caesia","","","","","","","","","","","(Flotow) Körb.","","","","","dot lichen","Lichen"
"ARCA36","","ARCA36","Arthonia caribaea","","Arthonia","","caribaea","","","","","","","","","","","(Ach.) A. Massal.","","","","","Caribbean dot lichen","Lichen"
"ARCA37","","ARCA37","Arthonia carneorufa","","Arthonia","","carneorufa","","","","","","","","","","","Willey","","","","","dot lichen","Lichen"
"ARCA38","","ARCA38","Arthonia caudata","","Arthonia","","caudata","","","","","","","","","","","Willey","","","","","dot lichen","Lichen"
"ARCH11","","ARCH11","Arthonia chiodectella","","Arthonia","","chiodectella","","","","","","","","","","","Nyl.","","","","","dot lichen","Lichen"
"ARCI4","","ARCI4","Arthonia cinereopruinosa","","Arthonia","","cinereopruinosa","","","","","","","","","","","Schaerer","","","","","dot lichen","Lichen"
"ARCI7","","ARCI7","Arthonia cinnabarina","","Arthonia","","cinnabarina","","","","","","","","","","","(DC.) Wallr.","","","","","","Lichen"
"ARCL3","","ARCL3","Arthonia clemens","","Arthonia","","clemens","","","","","","","","","","","(Tul.) Th. Fr.","","","","","","Lichen"
"ARCO28","","ARCO28","Arthonia complanata","","Arthonia","","complanata","","","","","","","","","","","Fée","","","","","dot lichen","Lichen"
"ARCO29","","ARCO29","Arthonia conferta","","Arthonia","","conferta","","","","","","","","","","","(Fée) Nyl.","","","","","dot lichen","Lichen"
"ARCU6","","ARCU6","Arthonia cupressina","","Arthonia","","cupressina","","","","","","","","","","","Tuck.","","","","","dot lichen","Lichen"
"ARCY3","","ARCY3","Arthonia cytisi","","Arthonia","","cytisi","","","","","","","","","","","A. Massal.","","","","","dot lichen","Lichen"
"ARDI17","","ARDI17","Arthonia didyma","","Arthonia","","didyma","","","","","","","","","","","Körb.","","","","","dot lichen","Lichen"
"ARDI18","","ARDI18","Arthonia diffusa","","Arthonia","","diffusa","","","","","","","","","","","Nyl.","","","","","diffuse dot lichen","Lichen"
"ARDI19","","ARDI19","Arthonia diffusella","","Arthonia","","diffusella","","","","","","","","","","","Fink","","","","","dot lichen","Lichen"
"ARDI20","","ARDI20","Arthonia dispersa","","Arthonia","","dispersa","","","","","","","","","","","(Schrad.) Nyl.","","","","","dispersed dot lichen","Lichen"
"ARDI21","","ARDI21","Arthonia dispersula","","Arthonia","","dispersula","","","","","","","","","","","Nyl.","","","","","dot lichen","Lichen"
"AREC","","AREC","Arthonia eckfeldtii","","Arthonia","","eckfeldtii","","","","","","","","","","","Müll. Arg.","","","","","Eckfeldt's dot lichen","Lichen"
"AREP4","","AREP4","Arthonia epimela","","Arthonia","","epimela","","","","","","","","","","","(Almq.) Lamb","","","","","","Lichen"
"AREP","","AREP","Arthonia epipastoides","","Arthonia","","epipastoides","","","","","","","","","","","Nyl.","","","","","dot lichen","Lichen"
"AREP3","","AREP3","Arthonia epiphyscia","","Arthonia","","epiphyscia","","","","","","","","","","","Nyl.","","","","","","Lichen"
"ARER4","","ARER4","Arthonia erubescens","","Arthonia","","erubescens","","","","","","","","","","","Willey","","","","","dot lichen","Lichen"
"ARER5","","ARER5","Arthonia erupta","","Arthonia","","erupta","","","","","","","","","","","Nyl.","","","","","dot lichen","Lichen"
"AREX2","","AREX2","Arthonia excedens","","Arthonia","","excedens","","","","","","","","","","","Nyl.","","","","","dot lichen","Lichen"
"AREX3","","AREX3","Arthonia exilis","","Arthonia","","exilis","","","","","","","","","","","(Flörke) Anzi","","","","","dot lichen","Lichen"
"ARFI6","","ARFI6","Arthonia fissurina","","Arthonia","","fissurina","","","","","","","","","","","Nyl.","","","","","fissure dot lichen","Lichen"
"ARFL5","","ARFL5","Arthonia floridana","","Arthonia","","floridana","","","","","","","","","","","Willey","","","","","Florida dot lichen","Lichen"
"ARFU5","","ARFU5","Arthonia fuliginosa","","Arthonia","","fuliginosa","","","","","","","","","","","(Schaer) Flotow","","","","","dot lichen","Lichen"
"ARGA2","","ARGA2","Arthonia galactitella","","Arthonia","","galactitella","","","","","","","","","","","Nyl.","","","","","galactic dot lichen","Lichen"
"ARGL15","","ARGL15","Arthonia glaucescens","","Arthonia","","glaucescens","","","","","","","","","","","Nyl.","","","","","dot lichen","Lichen"
"ARGL16","","ARGL16","Arthonia glaucomaria","","Arthonia","","glaucomaria","","","","","","","","","","","(Nyl.) Nyl.","","","","","dot lichen","Lichen"
"ARGL17","","ARGL17","Arthonia glebosa","","Arthonia","","glebosa","","","","","","","","","","","Tuck.","","","","","dot lichen","Lichen"
"ARGR15","","ARGR15","Arthonia granosa","","Arthonia","","granosa","","","","","","","","","","","de Lesd.","","","","","dot lichen","Lichen"
"ARGY2","","ARGY2","Arthonia gyalectoides","","Arthonia","","gyalectoides","","","","","","","","","","","Müll. Arg.","","","","","dot lichen","Lichen"
"ARHA6","","ARHA6","Arthonia hamamelidis","","Arthonia","","hamamelidis","","","","","","","","","","","Nyl.","","","","","dot lichen","Lichen"
"ARHY3","","ARHY3","Arthonia hypobela","","Arthonia","","hypobela","","","","","","","","","","","(Nyl.) Zahlbr.","","","","","dot lichen","Lichen"
"ARIL2","","ARIL2","Arthonia ilicina","","Arthonia","","ilicina","","","","","","","","","","","Taylor","","","","","","Lichen"
"ARIM2","","ARIM2","Arthonia impallens","","Arthonia","","impallens","","","","","","","","","","","Nyl.","","","","","dot lichen","Lichen"
"ARIN14","","ARIN14","Arthonia incarnata","","Arthonia","","incarnata","","","","","","","","","","","Fr. ex Almq.","","","","","dot lichen","Lichen"
"ARIN23","","ARIN23","Arthonia infectans","","Arthonia","","infectans","","","","","","","","","","","Egea & Torrente","","","","","","Lichen"
"ARIN15","","ARIN15","Arthonia intexta","","Arthonia","","intexta","","","","","","","","","","","Almq.","","","","","dot lichen","Lichen"
"ARLA25","","ARLA25","Arthonia lapidicola","","Arthonia","","lapidicola","","","","","","","","","","","(Taylor) Branth & Rostrup","","","","","dot lichen","Lichen"
"ARLE6","","ARLE6","Arthonia lecanactidea","","Arthonia","","lecanactidea","","","","","","","","","","","Zahlbr.","","","","","dot lichen","Lichen"
"ARLE7","","ARLE7","Arthonia lecideella","","Arthonia","","lecideella","","","","","","","","","","","Nyl.","","","","","dot lichen","Lichen"
"ARLE8","","ARLE8","Arthonia leucastraea","","Arthonia","","leucastraea","","","","","","","","","","","Tuck.","","","","","dot lichen","Lichen"
"ARLE10","","ARLE10","Arthonia leucopellaea","","Arthonia","","leucopellaea","","","","","","","","","","","(Ach.) Almq.","","","","","dot lichen","Lichen"
"ARLU5","","ARLU5","Arthonia luridoalba","","Arthonia","","luridoalba","","","","","","","","","","","Nyl.","","","","","dot lichen","Lichen"
"ARMA32","","ARMA32","Arthonia madreana","","Arthonia","","madreana","","","","","","","","","","","Egea & Torrente","","","","","","Lichen"
"ARME10","","ARME10","Arthonia mediella","","Arthonia","","mediella","","","","","","","","","","","Nyl.","","","","","dot lichen","Lichen"
"ARME11","","ARME11","Arthonia melaspora","","Arthonia","","melaspora","","","","","","","","","","","Tuck.","","","","","dot lichen","Lichen"
"ARMI10","","ARMI10","Arthonia microspermella","","Arthonia","","microspermella","","","","","","","","","","","Willey","","","","","dot lichen","Lichen"
"ARMU5","","ARMU5","Arthonia muscigena","","Arthonia","","muscigena","","","","","","","","","","","Th. Fr.","","","","","","Lichen"
"ARNE10","","ARNE10","Arthonia neoni","","Arthonia","","neoni","","","","","","","","","","","de Lesd.","","","","","neon dot lichen","Lichen"
