"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","PLANTS Floristic Area","State and Province","Category","Genus","Family","Order","SubClass","Class","SubDivision","Division","SuperDivision","SubKingdom","Duration","Growth Habit","Native Status","Federal Noxious Status","State Noxious Status","Invasive","Federal T/E Status","State T/E Status","National Wetland Indicator Status","Image Gallery","Fact Sheets","Plant Guides","Characteristics Data","Active Growth Period","After Harvest Regrowth Rate","Bloat","C:N Ratio","Coppice Potential","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Known Allelopath","Leaf Retention","Lifespan","Low Growing Grass","Nitrogen Fixation","Resprout Ability","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Anaerobic Tolerance","CaCO<SUB>3</SUB> Tolerance","Cold Stratification Required","Drought Tolerance","Fertility Requirement","Fire Tolerance","Frost Free Days, Minimum","Hedge Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Planting Density per Acre, Minimum","Planting Density per Acre, Maximum","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Salinity Tolerance","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Fruit/Seed Abundance","Fruit/Seed Period Begin","Fruit/Seed Period End","Fruit/Seed Persistence","Propogated by Bare Root","Propogated by Bulbs","Propogated by Container","Propogated by Corms","Propogated by Cuttings","Propogated by Seed","Propogated by Sod","Propogated by Sprigs","Propogated by Tubers","Seeds per Pound","Seed Spread Rate","Seedling Vigor","Small Grain","Vegetative Spread Rate","Berry/Nut/Seed Product","Christmas Tree Product","Fodder Product","Fuelwood Product","Lumber Product","Naval Store Product","Nursery Stock Product","Palatable Browse Animal","Palatable Graze Animal","Palatable Human","Post Product","Protein Potential","Pulpwood Product","Veneer Product"
"ACMI","","ACMI","Acacia millefolia","","Acacia","","millefolia","","","","","","","","","","","S. Watson","","","","","milfoil wattle","NA (L48)","USA (AZ, NM)","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Perennial","Tree, Shrub","L48(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACMU","","ACMU","Acacia muricata","","Acacia","","muricata","","","","","","","","","","","(L.) Willd.","","","","","spineless wattle","PR, VI","USA+ (PR, VI)","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Perennial","Tree","PR(N)VI(N)","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACNE4","","ACNE4","Acacia neovernicosa","","Acacia","","neovernicosa","","","","","","","","","","","Isely","","","","","viscid acacia","NA (L48)","USA (AZ, NM, TX)","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Perennial","Shrub","L48(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACNI8","","ACNI8","Acacia nigrescens","","Acacia","","nigrescens","","","","","","","","","","","Oliv.","","","","","knobthorn","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACNI2","","ACNI2","Acacia nilotica","","Acacia","","nilotica","","","","","","","","","","","(L.) Willd. ex Delile","","","","","gum arabic tree","PR, VI","USA+ (PR, VI)","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Perennial","Tree, Shrub","PR(I)VI(I)","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACPA15","","ACPA15","Acacia pachyceras","","Acacia","","pachyceras","","","","","","","","","","","Sw.","","","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACPE9","","ACPE9","Acacia pennatula","","Acacia","","pennatula","","","","","","","","","","","(Schltdl. & Cham.) Benth.","","","","","fern-leaf acacia","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACPE11","","ACPE11","Acacia pentagona","","Acacia","","pentagona","","","","","","","","","","","(Schumach. & Thonn.) Hook. f.","","","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACPI","","ACPI","Acacia pinetorum","","Acacia","","pinetorum","","","","","","","","","","","F.J. Herm.","","","","","pineland wattle","NA (L48)","USA (FL)","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Perennial","Tree, Shrub","L48(N)","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACPO3","","ACPO3","Acacia polyacantha","","Acacia","","polyacantha","","","","","","","","","","","Willd.","","","","","catechu tree","PR, VI","USA+ (PR, VI)","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Perennial","Tree, Shrub","PR(I)VI(I)","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACRE8","","ACRE8","Acacia rehmanniana","","Acacia","","rehmanniana","","","","","","","","","","","Schinz","","","","","acacia","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACRE4","","ACRE4","Acacia retusa","","Acacia","","retusa","","","","","","","","","","","(Jacq.) Howard","","","","","catch and keep","PR, VI","USA+ (PR, VI)","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Perennial","Tree, Shrub, Vine","PR(N)VI(N)","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACRI","","ACRI","Acacia rigidula","","Acacia","","rigidula","","","","","","","","","","","Benth.","","","","","blackbrush acacia","NA (L48)","USA (TX)","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Perennial","Tree, Shrub","L48(N)","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACRO5","","ACRO5","Acacia robusta","","Acacia","","robusta","","","","","","","","","","","Burch.","","","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACRO","","ACRO","Acacia roemeriana","","Acacia","","roemeriana","","","","","","","","","","","Scheele","","","","","roundflower catclaw","NA (L48)","USA (NM, TX)","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Perennial","Tree, Shrub","L48(N)","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSC2","","ACSC2","Acacia schaffneri","","Acacia","","schaffneri","","","","","","","","","","","(S. Watson) F.J. Herm.","","","","","Schaffner's wattle","NA (L48)","USA (TX)","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Perennial","Shrub","","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSC","","ACSC","Acacia schottii","","Acacia","","schottii","","","","","","","","","","","Torr.","","","","","Schott's wattle","NA (L48)","USA (TX)","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Perennial","Shrub","L48(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSC9","","ACSC9","Acacia schweinfurthii","","Acacia","","schweinfurthii","","","","","","","","","","","Brenan & Exell","","","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSC12","","ACSC12","Acacia scleroxyla","","Acacia","","scleroxyla","","","","","","","","","","","Tussac [excluded]","","","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSE6","","ACSE6","Acacia senegal","","Acacia","","senegal","","","","","","","","","","","(L.) Willd.","","","","","gum arabic","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSE7","","ACSE7","Acacia seyal","","Acacia","","seyal","","","","","","","","","","","Delile","","","","","talh","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSI7","","ACSI7","Acacia sieberiana","","Acacia","","sieberiana","","","","","","","","","","","DC.","","","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSP4","","ACSP4","Acacia sphaerocephala","","Acacia","","sphaerocephala","","","","","","","","","","","Schltdl. & Cham.","","","","","bee wattle","NA (L48)","USA (FL)","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Perennial","Tree","L48(I)","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACSW2","","ACSW2","Acacia swazica","","Acacia","","swazica","","","","","","","","","","","Burtt Davy","","","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTO6","","ACTO6","Acacia tortilis","","Acacia","","tortilis","","","","","","","","","","","(Forssk.) Hayne","","","","","umbrella thorn","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTO","","ACTO","Acacia tortuosa","","Acacia","","tortuosa","","","","","","","","","","","(L.) Willd.","","","","","poponax","NA (L48), PR, VI","USA (FL), USA+ (PR, VI)","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Perennial","Tree, Shrub","L48(N)PR(N)VI(N)","","","","","FL(E)","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACVI10","","ACVI10","Acacia visco","","Acacia","","visco","","","","","","","","","","","Lorentz ex Griseb.","","","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACVO","","ACVO","Acacia vogeliana","","Acacia","","vogeliana","","","","","","","","","","","Steud.","","","","","macata bourse bastard","PR, VI","USA+ (PR, VI)","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Perennial","Shrub, Tree, Vine","PR(N)VI(N)","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACWI2","","ACWI2","Acacia willardiana","","Acacia","","willardiana","","","","","","","","","","","Rose","","","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACXA3","","ACXA3","Acacia xanthophloea","","Acacia","","xanthophloea","","","","","","","","","","","Benth.","","","","","fevertree","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","","","","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACAE","","ACAE","Acarospora aeruginosa","","Acarospora","","aeruginosa","","","","","","","","","","","Hasse","","","","","cracked lichen","NA (L48)","","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACAL13","","ACAL13","Acarospora albomarginata","","Acarospora","","albomarginata","","","","","","","","","","","(Herre) Salisb.","","","","","cracked lichen","NA (L48)","","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACAM5","","ACAM5","Acarospora americana","","Acarospora","","americana","","","","","","","","","","","H. Magn.","","","","","American cracked lichen","NA (L48)","","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACAM7","","ACAM7","Acarospora amphibola","","Acarospora","","amphibola","","","","","","","","","","","Wedd.","","","","","","NA (L48)","","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACAP","","ACAP","Acarospora applanata","","Acarospora","","applanata","","","","","","","","","","","H. Magn.","","","","","cracked lichen","NA (L48)","","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACAR8","","ACAR8","Acarospora arenacea","","Acarospora","","arenacea","","","","","","","","","","","H. Magn.","","","","","cracked lichen","NA (L48)","","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACAR9","","ACAR9","Acarospora arenosa","","Acarospora","","arenosa","","","","","","","","","","","Herre","","","","","cracked lichen","NA (L48)","","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACAS3","","ACAS3","Acarospora asahinae","","Acarospora","","asahinae","","","","","","","","","","","H. Magn.","","","","","Asahina's cracked lichen","NA (L48)","","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACAS4","","ACAS4","Acarospora asperata","","Acarospora","","asperata","","","","","","","","","","","H. Magn.","","","","","cracked lichen","NA (L48)","","Lichen","Acarospora","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
