"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category","Genus","Family","Order","Class","Division","Kingdom"
"ACEM","","ACEM","Acacia ×emoryana","","Acacia","×","emoryana","","","","","","","","","","","Benth. (pro sp.)","","","","[berlandieri × greggii]","Emory's acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACAB2","","ACAB2","Acacia abyssinica","","Acacia","","abyssinica","","","","","","","","","","","Hochst. ex Benth.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACABC2","","ACABC2","Acacia abyssinica ssp. calophylla","","Acacia","","abyssinica","ssp.","","calophylla","","","","","","","","Hochst. ex Benth.","Brenan","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACAC7","","ACAC7","Acacia acinacea","","Acacia","","acinacea","","","","","","","","","","","Lindl.","","","","","gold-dust acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACAC8","","ACAC8","Acacia aciphylla","","Acacia","","aciphylla","","","","","","","","","","","Benth.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACAC9","","ACAC9","Acacia aculeatissima","","Acacia","","aculeatissima","","","","","","","","","","","J.F. Macbr.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACAC10","","ACAC10","Acacia acuminata","","Acacia","","acuminata","","","","","","","","","","","Benth.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACAD","","ACAD","Acacia adunca","","Acacia","","adunca","","","","","","","","","","","A. Cunn. ex G. Don","","","","","Wallangarra wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACAL16","","ACAL16","Acacia alata","","Acacia","","alata","","","","","","","","","","","R. Br.","","","","","winged wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACAM9","","ACAM9","Acacia ampliceps","","Acacia","","ampliceps","","","","","","","","","","","Maslin","","","","","acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACAN4","","ACAN4","Acacia anegadensis","","Acacia","","anegadensis","","","","","","","","","","","Britton [excluded]","","","","","blackbrush wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACAN10","","ACAN10","Acacia aneura","","Acacia","","aneura","","","","","","","","","","","F. Muell. ex Benth.","","","","","mulga","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACAN","","ACAN","Acacia angustissima","","Acacia","","angustissima","","","","","","","","","","","(Mill.) Kuntze","","","","","prairie acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACANC","","ACANC","Acacia angustissima var. chisosiana","","Acacia","","angustissima","","","","var.","","chisosiana","","","","","(Mill.) Kuntze","Isely","","","","Chisos prairie acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACANH","","ACANH","Acacia angustissima var. hirta","","Acacia","","angustissima","","","","var.","","hirta","","","","","(Mill.) Kuntze","(Nutt.) B.L. Rob.","","","","prairie acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACANL","","ACANL","Acacia angustissima var. leucothrix","","Acacia","","angustissima","","","","var.","","leucothrix","","","","","(Mill.) Kuntze","(Standl.) B.L. Turner","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACANS","","ACANS","Acacia angustissima var. shrevei","","Acacia","","angustissima","","","","var.","","shrevei","","","","","(Mill.) Kuntze","(Britton & Rose) Isely","","","","Shreve's prairie acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACANS2","","ACANS2","Acacia angustissima var. suffrutescens","","Acacia","","angustissima","","","","var.","","suffrutescens","","","","","(Mill.) Kuntze","(Rose) Isely","","","","prairie acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACAR12","","ACAR12","Acacia arenaria","","Acacia","","arenaria","","","","","","","","","","","Schinz","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACAU","","ACAU","Acacia auriculiformis","","Acacia","","auriculiformis","","","","","","","","","","","A. Cunn. ex Benth.","","","","","earleaf acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACBA","","ACBA","Acacia baileyana","","Acacia","","baileyana","","","","","","","","","","","F. Muell.","","","","","cootamundra wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACBE6","","ACBE6","Acacia beckleri","","Acacia","","beckleri","","","","","","","","","","","Tindale","","","","","Barrier Range wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACBE","","ACBE","Acacia berlandieri","","Acacia","","berlandieri","","","","","","","","","","","Benth.","","","","","guajillo","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACBI5","","ACBI5","Acacia binervata","","Acacia","","binervata","","","","","","","","","","","DC.","","","","","two-vein-hickory","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACBO4","","ACBO4","Acacia boomanii","","Acacia","","boormanii","","","","","","","","","","","Maiden","","","","","Snowy River wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACBR3","","ACBR3","Acacia brachybotrya","","Acacia","","brachybotrya","","","","","","","","","","","Benth.","","","","","gray mulga","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACBU3","","ACBU3","Acacia buxifolia","","Acacia","","buxifolia","","","","","","","","","","","A. Cunn.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCA23","","ACCA23","Acacia caesiella","","Acacia","","caesiella","","","","","","","","","","","Maiden & Blakely","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCA24","","ACCA24","Acacia calamifolia","","Acacia","","calamifolia","","","","","","","","","","","Sweet ex Lindl.","","","","","broom wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCA25","","ACCA25","Acacia cambagei","","Acacia","","cambagei","","","","","","","","","","","R.T. Baker","","","","","gidgee","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCA27","","ACCA27","Acacia cardiophylla","","Acacia","","cardiophylla","","","","","","","","","","","A. Cunn. ex Benth.","","","","","wyalong wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCA21","","ACCA21","Acacia catechu","","Acacia","","catechu","","","","","","","","","","","(L. f.) Willd. [excluded]","","","","","black cutch","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCA35","","ACCA35","Acacia caven","","Acacia","","caven","","","","","","","","","","","(Molina) Molina","","","","","Roman-cassie","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCH8","","ACCH8","Acacia chinchillensis","","Acacia","","chinchillensis","","","","","","","","","","","Tindale","","","","","Chinchilla wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCH","","ACCH","Acacia choriophylla","","Acacia","","choriophylla","","","","","","","","","","","Benth.","","","","","cinnecord","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCI6","","ACCI6","Acacia cibaria","","Acacia","","cibaria","","","","","","","","","","","F. Muell.","","","","","turpentine mulga","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCO15","","ACCO15","Acacia cognata","","Acacia","","cognata","","","","","","","","","","","Domin","","","","","bower wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCO16","","ACCO16","Acacia colletioides","","Acacia","","colletioides","","","","","","","","","","","A. Cunn. ex Benth.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCO24","","ACCO24","Acacia collinsii","","Acacia","","collinsii","","","","","","","","","","","Saff.","","","","","bull horn acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCO","","ACCO","Acacia confusa","","Acacia","","confusa","","","","","","","","","","","Merr.","","","","","small Philippine acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCO17","","ACCO17","Acacia conspersa","","Acacia","","conspersa","","","","","","","","","","","F. Muell.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCO2","","ACCO2","Acacia constricta","","Acacia","","constricta","","","","","","","","","","","Benth.","","","","","whitethorn acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCOC","","ACCOC","Acacia constricta var. constricta","","Acacia","","constricta","","","","var.","","constricta","","","","","Benth.","Benth.","","","","whitethorn acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCOP9","","ACCOP9","Acacia constricta var. paucispina","","Acacia","","constricta","","","","var.","","paucispina","","","","","Benth.","Wooton & Standl.","","","","whitethorn acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCO18","","ACCO18","Acacia continua","","Acacia","","continua","","","","","","","","","","","Benth.","","","","","thorn wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCO5","","ACCO5","Acacia cornigera","","Acacia","","cornigera","","","","","","","","","","","(L.) Willd.","","","","","bullhorn wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCR2","","ACCR2","Acacia craspedocarpa","","Acacia","","craspedocarpa","","","","","","","","","","","F. Muell.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCU4","","ACCU4","Acacia cultriformis","","Acacia","","cultriformis","","","","","","","","","","","A. Cunn. ex G. Don","","","","","knife acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCU5","","ACCU5","Acacia cupularis","","Acacia","","cupularis","","","","","","","","","","","Domin","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACCY2","","ACCY2","Acacia cyclops","","Acacia","","cyclops","","","","","","","","","","","A. Cunn. ex G. Don","","","","","coastal wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACDA5","","ACDA5","Acacia davyi","","Acacia","","davyi","","","","","","","","","","","N.E. Br.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACDE3","","ACDE3","Acacia dealbata","","Acacia","","dealbata","","","","","","","","","","","Link","","","","","silver wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACDE11","","ACDE11","Acacia deanei","","Acacia","","deanei","","","","","","","","","","","(R.T. Baker) R.T. Baker ex M.B. Welch, Coombs & McGlymn","","","","","Deane's wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACDEP2","","ACDEP2","Acacia deanei ssp. paucijuga","","Acacia","","deanei","ssp.","","paucijuga","","","","","","","","(R.T. Baker) R.T. Baker ex M.B. Welch, Coombs & McGlymn","(Wakef.) Tindale","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACDE12","","ACDE12","Acacia decora","","Acacia","","decora","","","","","","","","","","","Rchb.","","","","","graceful wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACDE","","ACDE","Acacia decurrens","","Acacia","","decurrens","","","","","","","","","","","(Wendl. f.) Willd.","","","","","green wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACDI7","","ACDI7","Acacia dietrichiana","","Acacia","","dietrichiana","","","","","","","","","","","F. Muell.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACDI8","","ACDI8","Acacia difformis","","Acacia","","difformis","","","","","","","","","","","R.T. Baker","","","","","drooping wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACDO2","","ACDO2","Acacia doratoxylon","","Acacia","","doratoxylon","","","","","","","","","","","A. Cunn.","","","","","spearwood","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACDR2","","ACDR2","Acacia drummondii","","Acacia","","drummondii","","","","","","","","","","","Lindl.","","","","","Drummond's wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACDU3","","ACDU3","Acacia dunnii","","Acacia","","dunnii","","","","","","","","","","","Turrill","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACEB2","","ACEB2","Acacia eburnea","","Acacia","","eburnea","","","","","","","","","","","(L. f.) Willd.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACEL","","ACEL","Acacia elata","","Acacia","","elata","","","","","","","","","","","A. Cunn. ex Benth.","","","","","cedar wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACER4","","ACER4","Acacia erioloba","","Acacia","","erioloba","","","","","","","","","","","E. Mey.","","","","","camelthorn","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACER5","","ACER5","Acacia erubescens","","Acacia","","erubescens","","","","","","","","","","","Welw. ex Oliv.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACES2","","ACES2","Acacia estrophiolata","","Acacia","","estrophiolata","","","","","","","","","","","F. Muell.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACEX3","","ACEX3","Acacia extensa","","Acacia","","extensa","","","","","","","","","","","Lindl.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACFA","","ACFA","Acacia farnesiana","","Acacia","","farnesiana","","","","","","","","","","","(L.) Willd.","","","","","sweet acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACFI4","","ACFI4","Acacia fimbriata","","Acacia","","fimbriata","","","","","","","","","","","A. Cunn. ex G. Don","","","","","fringed wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACFL6","","ACFL6","Acacia floribunda","","Acacia","","floribunda","","","","","","","","","","","(Vent.) Willd.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACGA3","","ACGA3","Acacia galpinii","","Acacia","","galpinii","","","","","","","","","","","Burtt Davy","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACGE8","","ACGE8","Acacia genistifolia","","Acacia","","genistifolia","","","","","","","","","","","Link","","","","","early wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACGE7","","ACGE7","Acacia gerrardii","","Acacia","","gerrardii","","","","","","","","","","","Benth.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACGL5","","ACGL5","Acacia gladiiformis","","Acacia","","gladiiformis","","","","","","","","","","","A. Cunn. ex Benth.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACGL6","","ACGL6","Acacia glandulicarpa","","Acacia","","glandulicarpa","","","","","","","","","","","Reader","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACGL4","","ACGL4","Acacia glauca","","Acacia","","glauca","","","","","","","","","","","(L.) Moench","","","","","acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACGO2","","ACGO2","Acacia goetzei","","Acacia","","goetzei","","","","","","","","","","","Harms","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACGR9","","ACGR9","Acacia gracilifolia","","Acacia","","gracilifolia","","","","","","","","","","","Maiden & Blakely","","","","","graceful wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACGR","","ACGR","Acacia greggii","","Acacia","","greggii","","","","","","","","","","","A. Gray","","","","","catclaw acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACGRG3","","ACGRG3","Acacia greggii var. greggii","","Acacia","","greggii","","","","var.","","greggii","","","","","A. Gray","A. Gray","","","","catclaw acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACGRW","","ACGRW","Acacia greggii var. wrightii","","Acacia","","greggii","","","","var.","","wrightii","","","","","A. Gray","(Benth.) Isely","","","","catclaw acacia","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACHA4","","ACHA4","Acacia hakeoides","","Acacia","","hakeoides","","","","","","","","","","","A. Cunn. ex Benth.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACHE8","","ACHE8","Acacia hebeclada","","Acacia","","hebeclada","","","","","","","","","","","DC.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACHE12","","ACHE12","Acacia hemiteles","","Acacia","","hemiteles","","","","","","","","","","","Benth.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACHO2","","ACHO2","Acacia holosericea","","Acacia","","holosericea","","","","","","","","","","","A. Cunn. ex G. Don","","","","","candelabra wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACHO4","","ACHO4","Acacia horrida","","Acacia","","horrida","","","","","","","","","","","(L.) Willd.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ACHO5","","ACHO5","Acacia howittii","","Acacia","","howittii","","","","","","","","","","","F. Muell.","","","","","sticky wattle","Dicot","Acacia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
